molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
4921,MOL004921,lh_gc_Molecule227.mol2,Docosyl caffeate,3.13854239922,488.830,11.159,1.00814,0.30901,,2,4,0.59182,0
4922,MOL004922,lh_gc_Molecule23.mol2,2-methyl-6-ethyl decane,5.49557323844,184.410,5.893,1.81449,1.99790,,0,0,0.028041,0
391,MOL000391,fyp_hq_Molecule214.mol2,Ononin,11.5220564862,430.440,0.678,-0.74062,-1.66507,,4,9,0.7756,0
4924,MOL004924,lh_gc_Molecule234.mol2,(-)-Medicocarpin,40.9939719864,432.460,0.753,-0.59613,-1.34311,13.19621,4,9,0.95059,0
4925,MOL004925,lh_gc_Molecule236.mol2,vitexin,3.05003624289,432.410,-0.057,-1.51832,-2.40620,,7,10,0.70754,0
4926,MOL004926,lh_gc_Molecule239.mol2,"4H-1-Benzopyran-4-one, 2-(4-(beta-D-glucopyranosyloxy)phenyl)-2,3-dihydro-5,7-dihydroxy-, (2S)-",14.0297521876,434.430,0.393,-1.13281,-2.08085,,6,10,0.78113,0
4927,MOL004927,lh_gc_Molecule241.mol2,Hispaglabridin A,14.5955343715,392.530,5.805,1.11520,0.42676,,2,4,0.73168,0
4928,MOL004928,lh_gc_Molecule244.mol2,violanthin,4.17259275842,578.570,-1.561,-2.00985,-2.77483,,10,14,0.81118,0
4929,MOL004929,lh_gc_Molecule248.mol2,Pentadecanol,13.72966687,228.470,5.989,1.2971,1.05824,,1,1,0.0639,0
4930,MOL004930,lh_gc_Molecule252.mol2,Uralenol,8.54848196922,370.380,3.360,0.34782,-0.56535,,5,7,0.45608,0
4931,MOL004931,lh_gc_Molecule253.mol2,Uralenol-3-methylether,1.40625474222,384.410,3.425,0.38786,-0.61912,,4,7,0.49232,0
4932,MOL004932,lh_gc_Molecule254.mol2,glycyrrhizin,9.05695062201,823.040,2.415,-2.22619,-3.12644,,8,16,0.11048,0
4933,MOL004933,lh_gc_Molecule257.mol2,uralsaponin B,7.91563937206,823.040,2.415,-2.59788,-3.17304,,8,16,0.11099,0
4934,MOL004934,lh_gc_Molecule26.mol2,Isohexane,56.1254711825,86.200,2.904,1.77423,2.08101,11.0345,0,0,0.0039126,0
4935,MOL004935,lh_gc_Molecule260.mol2,Sigmoidin-B,34.8810861648,356.400,3.887,0.41684,-0.41218,14.494731,4,6,0.41455,0
4936,MOL004936,lh_gc_Molecule261.mol2,Uralene,11.7036142756,384.410,3.425,0.63399,-0.22359,,4,7,0.49424,0
4937,MOL004937,lh_gc_Molecule262.mol2,uralenneoside,24.9568632887,286.260,-0.494,-1.00502,-1.60877,,5,8,0.17329,0
4938,MOL004938,lh_gc_Molecule264.mol2,schaftoside,7.8828270826,596.540,-1.499,-2.45901,-3.47978,,10,16,0.74878,0
4939,MOL004939,lh_gc_Molecule264_qt.mol2,Nortangeretin,17.9035849,302.250,1.800,0.23964,-0.67662,,5,7,0.27366,0
4940,MOL004940,lh_gc_Molecule269.mol2,neoliquiritin,13.0094818636,418.430,0.661,-1.08094,-1.94519,,5,9,0.71269,0
4941,MOL004941,lh_gc_Molecule269_qt.mol2,(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one,71.1229890138,256.270,2.565,0.41458,-0.24532,18.093254,2,4,0.18303,0
4942,MOL004942,lh_gc_Molecule27.mol2,(E)-dodec-2-ene,17.7435289731,168.360,5.401,1.83335,1.99585,,0,0,0.024561,0
4943,MOL004943,lh_gc_Molecule272.mol2,neoisoliquiritin,21.182148091,418.430,0.995,-1.41402,-2.05012,,6,9,0.5775,0
4944,MOL004944,lh_gc_Molecule278.mol2,"Cyclobutanol, 1-ethyl-",93.2330732191,100.180,1.317,1.12875,1.34842,11.078,1,1,0.019135,0
4945,MOL004945,lh_gc_Molecule279.mol2,(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one,36.5653723281,324.400,4.422,0.72269,-0.04432,17.947165,2,4,0.32291,0
4946,MOL004946,lh_gc_Molecule28.mol2,2-Tetradecanone,17.7137291559,212.420,4.985,1.45901,1.59582,,0,1,0.051898,0
4947,MOL004947,lh_gc_Molecule280.mol2,Isoviolanthin,18.7892740133,578.570,-1.561,-2.43067,-3.14034,,10,14,0.81143,0
4948,MOL004948,lh_gc_Molecule282.mol2,Isoglycyrol,44.6992256842,366.390,4.359,0.90735,0.05471,6.690959,1,6,0.83845,0
4949,MOL004949,lh_gc_Molecule283.mol2,Isolicoflavonol,45.16999058,354.380,3.628,0.54216,-0.41621,15.553011,4,6,0.41859,0
4950,MOL004950,lh_gc_Molecule284.mol2,isoglycycoumarin,22.08970927,368.410,3.924,0.55421,-0.15605,,2,6,0.59688,0
4951,MOL004951,lh_gc_Molecule285.mol2,Isoliquiritin,8.60973927299,418.430,0.995,-1.35591,-1.93460,,6,9,0.60054,0
4952,MOL004952,lh_gc_Molecule288.mol2,licuraside,5.25272905853,550.560,-0.413,-1.92193,-3.00492,,8,13,0.76788,0
4953,MOL004953,lh_gc_Molecule288(2).mol2,Liquiritin apioside,29.228733668,550.560,-0.748,-1.88473,-2.68589,,7,13,0.81991,0.30628076
4954,MOL004954,lh_gc_Molecule291.mol2,isograbrol,11.0400235549,392.530,6.278,0.86886,-0.07462,,2,4,0.50412,0
4955,MOL004955,lh_gc_Molecule292.mol2,isoglabrolide,14.7662426229,468.740,5.154,0.32083,-0.15780,,1,4,0.6179,0
4956,MOL004956,lh_gc_Molecule293.mol2,Isoononin,8.287718663,430.440,0.678,-0.99528,-1.56728,,4,9,0.78899,0
4957,MOL004957,lh_gc_Molecule293_qt.mol2,HMO,38.3654238039,268.280,2.583,0.79204,0.25287,16.559378,1,4,0.21067,0
4958,MOL004958,lh_gc_Molecule296.mol2,Isoschaftoside,17.3840114756,564.540,-1.938,-2.62200,-3.35871,,10,14,0.8255,0
4959,MOL004959,lh_gc_Molecule3.mol2,1-Methoxyphaseollidin,69.9809767829,354.430,4.247,1.00573,0.48173,9.526262,2,5,0.63739,0
4960,MOL004960,lh_gc_Molecule30.mol2,22β-acetylglabric acid,17.7561988499,528.800,4.768,-0.21161,-0.97968,,2,6,0.63905,0
4961,MOL004961,lh_gc_Molecule304.mol2,Quercetin der.,46.4493883996,330.310,1.819,0.39230,-0.43924,16.611856,3,7,0.3343,0
4962,MOL004962,lh_gc_Molecule31.mol2,24-Hydroxy-11-deoxyglycyrrhetic acid,17.5743794881,458.750,5.134,0.25906,-0.36430,,3,4,0.76424,0
4963,MOL004963,lh_gc_Molecule32.mol2,24-Hydroxyglycyrrhetic acid,24.1679603633,486.760,4.401,-0.10192,-0.79991,,3,5,0.72374,0
4964,MOL004964,lh_gc_Molecule33.mol2,"(Z)-1-(2,4-dihydroxyphenyl)-3-phenylprop-2-en-1-one",73.17959473,240.270,3.167,0.57327,0.13605,20.348326,2,3,0.1226,0
4965,MOL004965,lh_gc_Molecule35.mol2,"3'(γ,γ-dimethylallyl)-kievitone",1.21179372704,424.530,5.626,0.51349,-0.15177,,4,6,0.63427,0
4966,MOL004966,lh_gc_Molecule36.mol2,3'-Hydroxy-4'-O-Methylglabridin,43.7149514102,354.430,3.932,1.00069,0.72952,-0.609992,2,5,0.57406,0
4967,MOL004967,lh_gc_Molecule38.mol2,"3,3-Dimethylpentane",41.972032454,100.230,3.111,1.74982,2.09833,11.0925,0,0,0.0091904,0
4968,MOL004968,lh_gc_Molecule39.mol2,"3,4,3',4'-Tetrahydroxy-2-methoxychalcone",1.32580300795,288.320,3.186,0.63998,0.00573,,4,5,0.20138,0
4969,MOL004969,lh_gc_Molecule4.mol2,2-Ethyl-p-xylene,20.5996575173,134.240,3.745,1.88605,2.02743,,0,0,0.023516,0
497,MOL000497,fyp_jxt_Molecule342.mol2,licochalcone a,40.789651989,338.430,4.617,0.81609,-0.20512,16.197333,2,4,0.28517,0
4970,MOL004970,lh_gc_Molecule40.mol2,3-methylheptane,36.6133949177,114.260,3.817,1.79185,2.15658,10.563692,0,0,0.0079801,0
4971,MOL004971,lh_gc_Molecule41.mol2,3-methylhexane,38.1926682061,100.230,3.361,1.77630,2.15318,10.9034,0,0,0.0058853,0
4972,MOL004972,lh_gc_Molecule42.mol2,3-Methylpentane,35.7725582886,86.200,2.904,1.76006,2.14114,11.0953,0,0,0.0041776,0
4973,MOL004973,lh_gc_Molecule43.mol2,3-Ethylpentane,35.7388027873,100.230,3.361,1.78640,2.15660,11.4962,0,0,0.0061965,0
4974,MOL004974,lh_gc_Molecule45.mol2,3'-Methoxyglabridin,46.161509289,354.430,3.932,0.94301,0.46533,0.523303,2,5,0.57393,0
4975,MOL004975,lh_gc_Molecule47.mol2,3β-formylglabrolide,16.364019939,496.750,5.330,0.25550,-0.50105,,0,5,0.54935,0
4976,MOL004976,lh_gc_Molecule49.mol2,Daidzein dimethyl ether,24.2851058083,282.310,2.834,0.98005,0.16845,,0,4,0.23865,0
4977,MOL004977,lh_gc_Molecule5.mol2,1-Methoxyficifolinol,14.61066557,422.560,6.103,1.09479,0.20409,,2,5,0.86396,0
4978,MOL004978,lh_gc_Molecule50.mol2,"2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol",36.2142920804,338.430,4.200,1.12015,0.61041,-0.132376,1,4,0.52122,0
4979,MOL004979,lh_gc_Molecule51.mol2,"4,2',4',alpha-Tetrahydroxydihydrochalcone",2.44722556011,274.290,2.243,0.10133,-0.40294,,4,5,0.16353,0
4980,MOL004980,lh_gc_Molecule52.mol2,Inflacoumarin A,39.7090959801,322.380,4.700,0.73262,-0.24488,2.310297,2,4,0.32613,0
4981,MOL004981,lh_gc_Molecule53.mol2,"1-(5-hydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",5.19750600774,322.380,3.955,0.86235,-0.00732,,2,4,0.3417,0
4982,MOL004982,lh_gc_Molecule54.mol2,"2,6,10-trimethyl-dodecane",37.7998433466,144.140,-1.020,0.07573,0.04158,11.4896,2,4,0.029582,0
4983,MOL004983,lh_gc_Molecule55.mol2,"5,6,7,8-Tetrahydro-4-methylquinoline",59.1793240072,147.240,2.686,1.63415,1.79482,11.390892,0,1,0.040821,0
5015,MOL005015,lh_gc_Molecule90.mol2,Licoriisoflavan A,3.68292606118,438.610,6.842,1.09658,0.28176,,2,5,0.6598,0
4985,MOL004985,lh_gc_Molecule57.mol2,icos-5-enoic acid,30.702942552,310.580,7.748,1.21939,1.09146,5.279889,1,2,0.19725,0
4986,MOL004986,lh_gc_Molecule58.mol2,6″-O-acetylliquiritin,6.25766053671,444.470,2.329,-0.48148,-1.24481,,3,9,0.81689,0
4987,MOL004987,lh_gc_Molecule6.mol2,11-deoxyglycyrrhetic acid,16.2065286014,456.780,6.422,0.50645,-0.22237,,2,3,0.75911,0
4988,MOL004988,lh_gc_Molecule6(2).mol2,Kanzonol F,32.468333635,420.540,5.302,1.17510,0.56134,9.975809,1,5,0.89364,0.2848731
4989,MOL004989,lh_gc_Molecule64.mol2,6-prenylated eriodictyol,39.2238301837,356.400,3.887,0.39880,-0.28652,16.517061,4,6,0.41259,0
4990,MOL004990,lh_gc_Molecule65.mol2,"7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin",83.7143674435,300.280,2.560,0.23536,-0.59042,0.991565,3,6,0.27136,0
4991,MOL004991,lh_gc_Molecule67.mol2,7-Acetoxy-2-methylisoflavone,38.9233310489,294.320,3.148,0.73850,0.15501,17.485093,0,4,0.26217,0
4992,MOL004992,lh_gc_Molecule68.mol2,7-hydroxy-2-methyl-3-phenyl-chromone,25.7988293604,252.280,3.113,0.99599,0.39535,,1,3,0.1775,0
4993,MOL004993,lh_gc_Molecule69.mol2,8-prenylated eriodictyol,53.7947631843,356.400,3.887,0.43027,-0.44077,15.702264,4,6,0.40383,0
4994,MOL004994,lh_gc_Molecule7.mol2,12-methyltetradecanoate,17.3612103873,256.480,5.958,1.34928,1.15262,,0,2,0.094173,0
4995,MOL004995,lh_gc_Molecule7(2).mol2,Kanzonol H,16.9227134244,424.580,6.098,0.96004,0.37839,,2,5,0.80362,0.27286124
4996,MOL004996,lh_gc_Molecule70.mol2,gadelaidic acid,30.702942552,310.580,7.748,1.20462,0.93932,5.248053,1,2,0.19725,0
4997,MOL004997,lh_gc_Molecule72.mol2,Araboglycyrrhizin,17.7308681368,779.030,2.717,-2.46267,-2.72576,,7,14,0.13543,0
4998,MOL004998,lh_gc_Molecule72_qt.mol2,Araboglycyrrhizin_qt,17.70598125,470.760,5.491,0.10846,-0.5167,,2,4,0.74332,0
4999,MOL004999,lh_gc_Molecule75.mol2,Artonin E,11.3828234525,436.490,4.671,0.34409,-0.33348,,4,7,0.79616,0
500,MOL000500,fyp_jxt_Molecule350.mol2,Vestitol,74.65518912,272.320,3.145,0.8597,0.29675,3.001982,2,4,0.20935,0
5000,MOL005000,lh_gc_Molecule78.mol2,Gancaonin G,60.4352050556,352.410,4.172,0.77907,0.22572,16.134599,2,5,0.39404,0
5001,MOL005001,lh_gc_Molecule79.mol2,Gancaonin H,50.1037232666,420.490,4.708,0.60083,-0.13541,16.636087,3,6,0.78416,0
5002,MOL005002,lh_gc_Molecule8.mol2,beta-Glycyrrhetinic acid,17.4104501493,470.760,5.491,0.19013,-0.39915,,2,4,0.74293,0
5003,MOL005003,lh_gc_Molecule8(2).mol2,Licoagrocarpin,58.8139028716,338.430,4.514,1.22730,0.60553,9.44571,1,4,0.58498,0.27100939
5004,MOL005004,lh_gc_Molecule80.mol2,Gancaonin I,21.8962629585,354.430,5.232,0.92660,0.36681,,2,5,0.38749,0
5005,MOL005005,lh_gc_Molecule81.mol2,Glyasperin A,2.460214648,422.510,5.484,0.60109,-0.26279,,4,6,0.63256,0
5006,MOL005006,lh_gc_Molecule82.mol2,Glyasperins K,10.1496250797,368.460,4.539,0.73514,0.22400,,1,5,0.44487,0
5007,MOL005007,lh_gc_Molecule83.mol2,Glyasperins M,72.6708098439,368.410,3.219,0.49495,-0.04201,15.57396,2,6,0.59274,0
5008,MOL005008,lh_gc_Molecule84.mol2,Glycyrrhiza flavonol A,41.2752773315,370.380,2.169,-0.08815,-0.80596,13.708452,4,7,0.59512,0
5009,MOL005009,lh_gc_Molecule86.mol2,Corylifolinin,1.04109077918,324.400,4.756,0.80829,-0.02655,,3,4,0.26622,0
5010,MOL005010,lh_gc_Molecule87.mol2,Kanzonol E,5.77375032898,388.490,5.513,0.97832,0.05850,,1,4,0.71249,0
5011,MOL005011,lh_gc_Molecule88.mol2,Kanzonol Z,21.7725852653,406.510,4.931,0.49885,-0.18402,,2,5,0.76169,0
5012,MOL005012,lh_gc_Molecule89.mol2,Licoagroisoflavone,57.2822409825,336.360,3.482,0.70518,0.08536,19.642426,2,5,0.48679,0
5013,MOL005013,lh_gc_Molecule9.mol2,18α-hydroxyglycyrrhetic acid,41.1613869434,486.760,4.545,-0.28855,-0.77989,4.959812,3,5,0.7091,0
5014,MOL005014,lh_gc_Molecule9(2).mol2,Licorice glycoside A,5.94539892132,726.740,1.814,-2.37010,-3.26024,,8,16,0.35105,0.3205767
5016,MOL005016,lh_gc_Molecule92.mol2,Odoratin,49.9482181683,314.310,2.299,0.41543,-0.23707,16.348274,2,6,0.30487,0
5017,MOL005017,lh_gc_Molecule93.mol2,Phaseol,78.7662192515,336.360,4.867,0.75862,-0.05608,9.642923,2,5,0.57867,0
5018,MOL005018,lh_gc_Molecule94.mol2,Xambioona,54.8491624173,388.490,4.675,1.08570,0.51553,14.499246,0,4,0.87419,0
5019,MOL005019,lh_gc_Molecule95.mol2,(2R)-7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]chroman-4-one,5.98506677273,324.400,4.422,0.73936,-0.05778,,2,4,0.33426,0
5020,MOL005020,lh_gc_Molecule98.mol2,dehydroglyasperins C,53.8232601441,340.400,4.301,0.68108,-0.12403,2.747999,4,5,0.37006,0
5021,MOL005021,lh_gc_Molecule99.mol2,Mipax,57.3971065901,194.200,1.541,0.64014,0.62635,5.562648,0,4,0.055942,0
511,MOL000511,fyp_llt_Molecule84.mol2,ursolic acid,16.7749023216,456.780,6.467,0.67390,0.07361,,2,3,0.75457,0.25582293
561,MOL000561,fyp_lxc_Molecule35.mol2,Astragalin,14.02684507,448.410,-0.320,-1.33598,-1.969,,7,11,0.73616,0.33540285
57,MOL000057,fyp_bz_Molecule47.mol2,DIBP,49.6340827018,278.380,3.924,0.84680,0.67940,3.938548,0,4,0.13067,0
668,MOL000668,fyp_qjb_Molecule275.mol2,PENTYLFURAN,54.5883540952,138.230,3.115,1.72013,1.94321,-1.963646,0,1,0.019335,0.10180051
671,MOL000671,fyp_qjb_Molecule280.mol2,()-Menthol,59.3294059663,156.300,2.779,1.26683,1.41708,11.0285,1,1,0.029138,0.22482158
676,MOL000676,fyp_qjb_Molecule295.mol2,DBP,64.5416405,278.380,4.198,0.8008,0.55504,5.40558,0,4,0.13409,0.34491694
703,MOL000703,fyp_sjs_Molecule540.mol2,2-heptanone,46.5618256182,114.210,1.792,1.31468,1.57357,10.5783,0,1,0.0084055,0.25279009
705,MOL000705,fyp_sjs_Molecule542.mol2,WLN: VH6,19.5879956996,114.210,2.309,1.29335,1.49307,,0,1,0.0080592,0.22542453
98,MOL000098,fyp_cg_Molecule36_qt.mol2,quercetin,46.4333481195,302.250,1.504,0.04842,-0.76890,14.400548,5,7,0.27525,0.38453352
