molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
5383,MOL005383,lh_rs_Molecule2486.mol2,Methylselenocysteine,35.7355112735,182.100,-0.266,0.01091,-0.13241,11.6914,3,3,0.010179,0.43228957
5384,MOL005384,lh_rs_Molecule2489.mol2,suchilactone,57.5188242508,368.410,3.731,0.82023,0.27669,9.034548,0,6,0.55573,0.28129068
5385,MOL005385,lh_rs_Molecule2490_qt1.mol2,Suffruticoside A_qt1,13.9014467353,302.260,-0.934,-1.34693,-2.09570,,6,9,0.19873,0.34834197
5386,MOL005386,lh_rs_Molecule2493.mol2,Vulgarin,29.2112404768,264.350,1.306,0.03480,-0.26559,,1,4,0.1974,0.35950112
6651,MOL006651,lp_ks_Molecule595.mol2,Trifolirhizin,7.62414241324,446.440,0.538,-0.82995,-1.57761,,4,10,0.78562,0.28165412
5388,MOL005388,lh_rs_Molecule2499.mol2,"Undecane, 3,6-dimethyl",12.8463573881,184.410,5.893,1.79408,2.03096,,0,0,0.02896,0.21243882
5389,MOL005389,lh_rs_Molecule2500.mol2,PANGAMIC ACID,10.077202831,436.620,1.111,-0.92010,-0.96293,,5,10,0.31928,0.31327087
5390,MOL005390,lh_rs_Molecule2501.mol2,"3-[[(2S)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",21.293154241,219.270,-0.977,-0.85248,-1.25205,,4,6,0.060324,0.2935842
5391,MOL005391,lh_rs_Molecule2503.mol2,"(Z,Z)-alpha-farnesene",8.46919241714,204.390,5.461,1.91986,1.85157,,0,0,0.047295,0.35557395
5392,MOL005392,lh_rs_Molecule2505.mol2,alpha-Guttiferin,4.42580219659,452.590,6.409,0.58855,0.24146,,3,6,0.64929,0.29991919
908,MOL000908,hc_ez_Molecule36.mol2,beta-elemene,25.6336234279,204.390,4.788,1.83596,2.07189,,0,0,0.060519,0.32756013
5394,MOL005394,lh_rs_Molecule2510.mol2,"(Z)-2-methyl-5-[(1S,2R,4R)-2-methyl-3-methylene-2-norbornanyl]pent-2-en-1-ol",35.2833652101,220.390,3.663,1.27792,1.24873,1.940161,1,1,0.088125,0.27033174
35,MOL000035,fyp_bz_Molecule24.mol2,beta-Selinene,24.3882141582,204.390,4.807,1.82578,2.11989,,0,0,0.081081,0
5396,MOL005396,lh_rs_Molecule2513.mol2,cis-Widdrol alpha-epoxide,69.0430550498,238.410,2.600,1.07149,1.00095,6.857234,1,2,0.14728,0.21511362
5397,MOL005397,lh_rs_Molecule2514.mol2,Dammarane,19.7342215689,414.840,9.527,1.80545,1.81406,,0,0,0.70137,0.22022122
5398,MOL005398,lh_rs_Molecule2515.mol2,alexandrin,20.6319368572,576.950,6.337,-0.09716,-0.79338,,4,6,0.62713,0.22350006
5399,MOL005399,lh_rs_Molecule2515_qt.mol2,alexandrin_qt,36.9139058327,414.790,8.084,1.30404,0.87952,5.530523,1,1,0.75268,0.22796914
5400,MOL005400,lh_rs_Molecule2520.mol2,ginsenoside Rg5,6.147407463,767.120,3.308,-1.92181,-2.8306,,8,12,0.22766,0.25742266
5401,MOL005401,lh_rs_Molecule2520_qt.mol2,ginsenoside Rg5_qt,39.5630714166,442.800,6.801,0.87742,0.21243,5.654164,2,2,0.78506,0.23863101
5402,MOL005402,lh_rs_Molecule2522.mol2,Methyl margarate,17.4088466615,284.540,7.075,1.36730,1.25433,,0,2,0.13808,0.17162669
5403,MOL005403,lh_rs_Molecule2527.mol2,oleanane,6.69072222668,412.820,8.656,1.82908,1.92136,,0,0,0.75839,0.21840021
5404,MOL005404,lh_rs_Molecule2528.mol2,p-Glucosyloxymandelonitrile,12.1157415361,298.370,-0.467,-0.92404,-1.60569,,5,6,0.18426,0.27012923
628,MOL000628,fyp_qft_Molecule128.mol2,darutoside,21.3181738714,574.930,5.893,-0.26116,-0.95742,,4,6,0.63003,0.22042845
66,MOL000066,fyp_bz_Molecule56.mol2,alloaromadedrene,53.4613596861,204.390,4.223,1.82544,2.09907,12.514836,0,0,0.10414,0
676,MOL000676,fyp_qjb_Molecule295.mol2,DBP,64.5416405,278.380,4.198,0.8008,0.55504,5.40558,0,4,0.13409,0.34491694
69,MOL000069,fyp_bz_Molecule59.mol2,palmitic acid,19.2965647018,256.480,6.368,1.09151,0.99862,,1,2,0.098573,0
749,MOL000749,fyp_tswlx_Molecule582.mol2,Linoleic,41.9044360216,280.500,6.391,1.23023,0.80752,5.265186,1,2,0.14468,0.22779475
787,MOL000787,fyp_xtw_Molecule616.mol2,Fumarine,59.26250457763672,353.400,2.953,0.56266,-0.13192,23.464642,0,6,0.82694,0.29722548
864,MOL000864,hc_cwz_Molecule11.mol2,MYS,13.9810567968,212.470,7.215,1.80931,1.91696,,0,0,0.04922,0.14599366
874,MOL000874,hc_cwz_Molecule26.mol2,paeonol,28.7872381084,166.190,1.286,0.92853,0.84490,,1,3,0.039185,0.31993994
879,MOL000879,hc_cwz_Molecule31.mol2,methyl palmitate,18.08756063,270.510,6.619,1.36631,1.18158,,0,2,0.11594,0.13916868
886,MOL000886,hc_cwz_Molecule9.mol2,tetradecane,15.9422641225,198.440,6.758,1.78783,1.78297,,0,0,0.039319,0.14841554
935,MOL000935,hc_ez_Molecule84.mol2,Hepanal,53.8331756683,204.390,4.364,1.85752,2.16877,11.915768,0,0,0.10397,0.2396901
942,MOL000942,hc_ez_Molecule91.mol2,"(1R,4S,4aR,8aR)-4-isopropyl-1,6-dimethyl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",31.67305829,222.410,3.779,1.32084,1.30329,6.872983,1,1,0.093126,0.24182624
968,MOL000968,hc_jh_Molecule48.mol2,beta-Bisabolene,29.5896617082,204.390,5.329,1.88139,2.13097,,0,0,0.055235,0.29021567
